gene,logFC,logCPM,PValue,FDR
DPEP1,2.5012885258,0.6156081837,4.65125895393422E-46,5.39585793006404E-45
BID,0.4132094298,4.7202519884,5.14967728331939E-10,1.18178324062041E-09
MATR3,0.1221840482,2.8347516818,0.2084152537,0.237955942
NPC1L1,0.6503463862,0.9721902859,0.001148434,0.0016736667
XYLT2,0.6510025531,5.570700292,1.14683516727645E-16,3.85583198549498E-16
STMN4,0.5889933317,-1.5850916038,0.0248406048,0.0317298634
NUDCD3,0.1166105087,6.9241444254,0.005649842,0.0077155957
ISL1,-0.0649612268,-2.1402063046,0.7682465019,0.7919050519
CHDH,-0.1031931559,5.394168604,0.2963691289,0.3302642189
IL20RA,-0.8120434865,4.4904751282,0.000000026,5.34444127211065E-08
CLCA4,-3.239354579,-0.3961567456,1.6150503135666E-69,3.61138021516301E-68
GLT8D1,0.1837820707,5.8661452181,8.96963698970288E-06,1.54244118663673E-05
ATP2C1,0.2333479482,7.2033361243,0.000019147,3.21417313444296E-05
IGF1,-2.4679811692,2.0121092695,7.81701048785259E-108,3.8028775394847E-106
SLC38A5,1.8301750623,3.1504480083,1.00989872882218E-33,7.60041887790601E-33
RALBP1,0.0023876404,6.6028491904,0.9740034072,0.9776046917
RUFY3,-0.1085859428,5.056199751,0.0387413288,0.0484999129
CNTN1,-0.8702166911,3.945475496,7.07752643744107E-10,1.61098887028992E-09
SLC11A1,1.4237092625,2.8820440625,4.11437777605058E-29,2.52062512093588E-28
WWTR1,-0.5226264454,6.4428557231,5.0367204340341E-11,1.23011077734854E-10
AGPS,-0.0380763046,5.8422711046,0.6571314777,0.6881072016
CXorf56,0.1078713303,4.7816108876,0.012180492,0.0160799318
ATP1A2,-3.9429957413,3.5524449805,1.14443597031128E-146,1.0824689494798E-144
TTC27,0.1488407664,4.7010398706,0.0010076194,0.0014757397
ZNF582,-0.283858225,1.905738242,0.0008103833,0.0011959697
VSIG2,-0.8145230309,2.4420722577,1.42106787044275E-05,2.40876106219413E-05
PHLDB1,-1.2676100707,6.3815961933,6.67571399140778E-96,2.57413255697096E-94
MARCO,-1.5376959111,2.9654322699,1.037139128953E-14,3.13975452152985E-14
CYP24A1,0.8086657835,2.0264175558,0.0163922991,0.0213504151
PRDM11,-0.9783963831,3.4901044082,3.19590458881066E-60,5.66662481827917E-59
SYT13,5.1021617962,6.0477133841,1.09350536378038E-40,1.06548085445736E-39
SNAI2,-0.7477421921,4.591384275,3.42528929133645E-15,1.06509625547101E-14
CD74,0.6357236882,10.8998117796,3.27426530077889E-09,7.13806664430964E-09
HGF,-0.9971329801,2.796823553,9.45789292744067E-23,4.31938023903608E-22
ZRANB1,-0.3499376865,4.5956336525,5.3888993222739E-09,1.15696821419208E-08
NCDN,1.0503160389,5.713994245,3.18466393035812E-40,3.04190313348E-39
ADGRA2,-1.3841530052,5.3517225187,9.93374328397395E-70,2.22860657179138E-68
ZFP64,0.657031517,4.5921654177,4.22921573527744E-37,3.60799152576497E-36
MNAT1,0.2799506828,4.2679973814,0.000001591,2.89106774475528E-06
SAMD4A,-1.5702037051,4.2375530364,6.54424319332018E-89,2.2013633918943E-87
RUNX3,0.1104350999,4.3240161707,0.4011789384,0.4371198307
MRE11,-0.2104267837,5.0105718066,4.64214021537599E-05,7.57669181617343E-05
PLEKHB1,0.526574407,4.9092820065,0.0016396187,0.0023552275
SERPINB1,0.0761475652,6.1194533856,0.1968558121,0.2254978427
CYP3A43,-0.510188232,-3.1413702183,0.0049369301,0.0067781664
SLC7A9,0.5955355891,-1.0648681603,3.52845348680181E-07,6.71928434603451E-07
SPAST,0.3251535079,4.9137120635,6.29826155268279E-10,1.43759024728098E-09
NRXN3,0.401610895,2.2768041483,0.0210394588,0.0271105117
OSBPL5,0.346120413,5.3867642745,3.95346102603119E-07,7.50336663725392E-07
AQR,0.0532883654,6.1695081042,0.3457167968,0.3813575588
CPS1,-1.0634400466,2.6022292519,3.47465989029537E-15,1.08020061133713E-14
C8B,0.4827232554,-2.0946134235,0.2646554936,0.2971558932
FHL1,-4.6125539474,6.951941447,0,0
RTF2,0.2638093027,6.773919374,3.37674364334031E-07,6.4371547009913E-07
NLRP2,1.3756023386,4.9988415057,2.2648612258945E-08,4.6732990907671E-08
SLC45A4,0.4282310482,4.4795600939,0.000000304,5.81582484739455E-07
RNF10,0.266039114,7.549483836,2.8167966078252E-11,6.99650111776217E-11
ZNF839,0.0455981478,3.2513954217,0.4278071759,0.4639919133
ZDHHC6,0.3151345014,5.4153403478,4.69073162076978E-14,1.36830647514954E-13
GRAMD1B,-0.0382530378,1.9492799352,0.7078184614,0.735199539
RNH1,0.1012390408,7.1490735043,0.1027611494,0.1221345955
NDUFS1,-0.0594401045,6.7199472771,0.2411819845,0.2726151795
RB1CC1,0.1483293458,6.5508932111,0.0399894591,0.049964668
ERP44,0.0568781741,6.1868419561,0.2503654547,0.2822082229
ALAS1,0.1505752816,5.610693821,0.002177243,0.0030903759
BIRC3,0.1257888198,5.2108704945,0.3507657695,0.3864245598
AKAP11,-0.5321542297,6.1434649517,9.11645394988798E-15,2.77034880693674E-14
GLRX2,0.9772865438,3.2606909028,3.66787200189808E-39,3.3717593418058E-38
SNAPC1,-0.048769379,3.005249624,0.3241673904,0.3592395838
DERA,0.1919370771,4.7532671087,0.0009242039,0.0013574525
STRAP,0.3974696092,7.1424707874,5.60620349079347E-11,1.36452972259553E-10
ABCC2,-0.1619493961,1.5840122585,0.3769199878,0.4127907071
DEF6,0.9409465881,4.4746688247,1.32064595878212E-28,7.90698173733999E-28
PLEKHO1,0.7830253845,5.5770667975,9.85712583591576E-19,3.693326955718E-18
GCLM,-0.1985299893,4.9308110776,0.0037863626,0.0052508097
UBR2,-0.0593821853,6.2525219716,0.2504231025,0.2822614823
EHD2,-1.9013269389,6.9370542342,6.65090601352693E-153,6.76200354468921E-151
DEPDC1,3.3422026241,3.7551913488,3.92350856467997E-86,1.25450604825445E-84
CCDC28A,-0.1830379095,4.4531054354,0.0014023512,0.0020278179
RRAGD,-1.0760205088,4.1741566302,6.60583920318071E-26,3.49215406055586E-25
HSF2,-0.0002320102,4.125162826,0.9882393474,0.9897341939
PHF20,0.3931703063,6.3554624283,2.37612648079205E-12,6.29659600230194E-12
HSD17B6,3.0705946427,2.389028164,4.43603980046453E-135,3.46036598917845E-133
NR1H3,-0.7475585074,4.7789559987,3.47776407353449E-28,2.04610714217961E-27
TYMP,1.8791122244,6.6472789139,7.3168609845146E-51,9.99615039182856E-50
NCAPH2,0.5264514361,5.3932740511,1.25833146686504E-12,3.3924586353678E-12
TOMM34,0.9158505653,5.6197268447,4.47808831733164E-43,4.75595404782021E-42
SEC63,0.1249185038,7.2780641761,0.0516672937,0.0637440511
KPNA6,0.1268225862,6.6610099728,0.0072632353,0.0098220477
VIM,-1.3697508979,10.0108216932,3.56123856366614E-73,8.63926559868464E-72
RTEL1-TNFRSF6B,0.7094130586,1.3062430012,1.65430623293162E-11,4.16584387747327E-11
FAS,-0.4983837591,3.9487138436,2.88036188538655E-09,6.30211201263023E-09
RNASET2,0.9257853774,5.7731257808,5.84634554661119E-26,3.10577096298058E-25
CD44,0.4324903661,8.9580929594,2.01188577994562E-05,3.37085862130625E-05
KCNG1,2.4055020308,2.4760127483,8.12400473512707E-16,2.60956375032256E-15
AGPAT4,-0.3982025184,3.3814012059,0.000013189,2.24132725994997E-05
SLAMF7,0.7847886201,4.2928177189,1.08114939050916E-06,1.98894560550025E-06
BTN3A1,-0.1740373754,5.3172044262,0.0209943445,0.0270549478
MIPEP,0.6107752717,4.9123780371,1.05634408898142E-14,3.19611197497656E-14
PRKCH,-0.4744526137,5.1464037381,2.18344512687443E-13,6.14533970079143E-13
INSRR,-0.351899978,-0.7675439653,0.0170821674,0.0222159017
IFNGR1,-0.8035102695,6.5003141731,3.56049365313249E-43,3.79329516122192E-42
B4GALT7,0.6427131266,4.7706240645,2.11898231767658E-24,1.04661379176944E-23
SH2D2A,1.7181830888,2.1239255188,1.70360898659148E-29,1.06264176355727E-28
VRK2,0.6932109437,4.8205214735,4.32303397391445E-13,1.19760261512278E-12
TNFRSF1B,-0.7064921957,5.4393343931,4.91750742308644E-16,1.59945670389533E-15
VEZT,0.382807065,6.2719629857,4.41769176421153E-11,1.08360586094955E-10
POU2F2,0.3309644357,3.1544233347,0.0022661083,0.0032116412
BRD9,0.2216410109,5.1881275761,1.2401235162012E-06,2.2718580760425E-06
SNX1,-0.5556036969,7.1188857943,1.06990352513586E-27,6.15200192614658E-27
TBPL1,-0.0965956476,3.6890135115,0.0921875643,0.1101996399
ARNTL2,0.8119502249,3.8636010874,0.000000083,1.64641583196304E-07
BCLAF1,-0.0503908141,7.2483892891,0.2478882587,0.2796830703
SLC39A9,0.4794281255,7.1348367417,1.5527275435181E-14,4.65749634213727E-14
ANK1,2.0162145601,2.8092300419,2.94682877596775E-13,8.24431762881794E-13
IBSP,8.0539926264,2.6253821058,5.38374489628646E-80,1.49129733627135E-78
TFB1M,0.2871751422,3.1766018491,6.6504515849792E-08,1.32754731028638E-07
RABEP1,0.1810771662,7.4793575904,0.0493847586,0.0610452098
HMGB3,2.5147826079,6.3125152611,5.43421963109467E-77,1.41571330235793E-75
NUP160,0.1485990539,6.0145035003,0.0182766325,0.0236989475
BAK1,1.1087957509,4.5569905719,1.21896970525643E-55,1.91826965906614E-54
MUSK,0.4182066581,-2.7649777326,0.0566129987,0.0695108989
IKZF2,0.5423946226,4.1164181702,1.61156079905246E-05,2.71875144186675E-05
GRN,0.6903016762,8.5643095887,3.10735958535887E-22,1.38396034953489E-21
FAM13B,-0.5845948076,5.3471517654,5.8969336962874E-24,2.85446080812086E-23
ARHGAP31,-1.0901581166,5.334497174,2.19364374478711E-57,3.61777965346239E-56
CENPQ,0.4421408157,2.899151308,1.37360146279312E-10,3.2599917213658E-10
SARS,0.176503903,7.1339960606,0.0002425865,0.0003753564
RANBP3,0.3858613981,5.968867297,2.98513471124631E-20,1.20193513603519E-19
ARID4A,-0.585786285,4.7956062976,2.86294310741869E-27,1.61339949333585E-26
EIPR1,0.9804929426,4.6276791828,7.03586441824053E-72,1.65221086070551E-70
PNPLA6,0.4364470674,5.7054526962,1.11227899338703E-11,2.83191948550781E-11
IFT88,0.3325235736,4.2327940887,5.92153761277367E-07,1.1113527380832E-06
ALG1,1.0372462442,4.713842727,2.21249612636683E-62,4.14781905016257E-61
ZCCHC8,0.108164445,4.8456682354,0.0136531331,0.0179367928
ABCF2,0.4894257565,6.0874136435,3.44707740256288E-24,1.68572082813857E-23
CHPF2,0.9079796961,6.2317083449,1.51805653309363E-54,2.31512149704268E-53
LRRC7,-0.2208376143,-0.5617460189,0.0250210523,0.0319498323
FUT8,1.1033639176,6.2363850838,9.22788636865908E-27,5.09250260954705E-26
UBA6,0.3420546608,5.8603517577,5.24804803411162E-09,1.12762000897573E-08
GAB2,-0.2086341786,5.8483263552,0.0745013402,0.090124679
ATP6V0A1,-0.0473578508,6.1646967421,0.3750275529,0.4109513564
PIAS1,-0.3128233064,5.4338145206,1.49721457384563E-10,3.54592451767696E-10
SLC4A7,-0.0635416743,6.0568687001,0.5644014403,0.5986730813
APBA2,1.0529617942,2.8712750252,2.30299532387498E-11,5.75134416392919E-11
MAP2K3,-0.0740756982,5.5709585404,0.2530937222,0.2851295726
EFCAB1,-2.2971905573,0.3097146194,9.83242976163725E-52,1.37370632171593E-50
TMSB10,1.047216267,10.0171056533,1.94008781734796E-23,9.17040290609918E-23
ASTE1,-0.1123389801,3.4158436445,0.0045288901,0.0062406726
RNF19A,0.3512629503,6.6383180891,1.20911217596813E-05,2.06158904144406E-05
PEX3,-0.1618444867,4.0636600197,0.0032659578,0.0045575331
GABARAPL2,-0.175250025,6.211868124,0.0005600966,0.0008388625
MYOC,-3.7009325676,2.3306821678,8.20787070685705E-38,7.16894653179992E-37
SH3YL1,0.0358918667,5.9548852496,0.6239700243,0.6562430855
FAM136A,0.7504966887,5.4147004255,1.74128411376543E-31,1.19335770139551E-30
VCL,-0.5771202501,7.6345570658,1.44450164752191E-20,5.89217756929074E-20
DEPDC1B,3.0218814905,2.6462347236,5.69895171653695E-95,2.15765332353015E-93
DAPK2,-0.8308764472,4.0948305814,6.29388085905555E-25,3.18875867487723E-24
NSMAF,-0.0838003071,5.2614802909,0.14443848,0.1685043181
ADSS,0.9371043906,6.6956322314,1.15127560158686E-51,1.60269371695779E-50
STAP1,1.2007803186,0.2873973108,8.37998141065119E-13,2.28075972903085E-12
TIMP2,-0.6872045821,8.8172778641,8.65118102667143E-18,3.08559926619396E-17
RFC1,-0.140801317,6.1688013411,0.0041301416,0.0057100495
TBC1D23,0.0529964313,5.4924548734,0.2942845124,0.3280697979
CUL3,0.1556880504,6.4535784504,0.0007405048,0.0010968975
MYOM2,-0.9420783118,2.3689439673,2.40163882994315E-06,4.30955100989139E-06
CYP46A1,-1.1565838227,0.3563245465,1.58892478344385E-36,1.32798498064553E-35
AC118549.1,-0.1300003693,5.7771896676,0.0244109248,0.0312119764
SLC18A1,2.8615105678,-1.4470475591,3.40765621345703E-15,1.0599774902086E-14
USP2,-0.8216593129,1.9958370637,2.11883360377103E-14,6.29849507314591E-14
TUBG2,-0.4600288717,4.0706790354,9.6256718673428E-11,2.30666038586589E-10
RPL26L1,1.08379953,4.2091831392,2.30428328625045E-64,4.56584482398209E-63
FLT4,-1.1076135849,3.9624525285,7.69297225894478E-56,1.21768760898726E-54
NSUN2,0.5317803269,6.50399051,8.10929833573411E-21,3.35213967750629E-20
FBXO42,-0.1086764003,5.0305441228,0.0003057447,0.0004689916
MFAP3,-0.0585432659,4.6105831203,0.4987693974,0.5346124166
MRI1,0.2438393892,4.5490278913,0.0001704732,0.0002667396
METTL1,0.936887808,4.4350268526,3.85288629801899E-35,3.06716866410626E-34
HOXC8,-0.4848166869,2.2710914726,1.05719924517626E-08,2.22937393844128E-08
AGA,0.3449269635,4.8497776368,9.60610844646511E-08,1.89883798068697E-07
PI4K2B,0.5366020564,4.3792073714,2.38042867510197E-17,8.2770740123374E-17
BOD1L1,-0.3719263029,6.1455359777,1.17865955122634E-09,2.64822812262789E-09
MAT2B,-0.2151191789,6.116949281,3.11436799288368E-06,5.54414279853239E-06
TLL1,-1.284274075,2.4959823128,2.43480412217551E-28,1.44123839294759E-27
EDC4,0.1906479757,5.2875550196,0.0010216324,0.0014954561
TRIO,-0.105905559,6.9334249428,0.111250612,0.1316252229
VCAN,1.6437848036,8.7351642377,8.06773734982069E-33,5.83706817959041E-32
CLEC16A,0.3893315827,5.3816189575,1.41510870665051E-15,4.49500493936241E-15
MSR1,0.939410559,5.5204068381,3.53199386718962E-17,1.21720839810498E-16
CDH1,0.6751829312,9.0397382985,1.14984456312473E-06,2.111743488978E-06
MTREX,0.0160264587,6.1742340399,0.7727686376,0.7961432099
DNAH5,0.6086446986,4.2521766833,0.0001517061,0.0002383088
ZFYVE16,0.0672387794,5.8781150832,0.2754734319,0.3084093613
RIPOR1,-0.1861282858,5.9678512802,0.0004363321,0.0006594293
C6,-3.1750779711,1.8169643146,1.51976513562536E-74,3.81289689202273E-73
RAI14,0.8396636536,6.1048176129,1.07189778132401E-24,5.37453586476204E-24
SOX30,0.4348210056,-1.5084565699,0.0043871202,0.0060523842
PNKP,0.8656414254,4.848017545,1.70886920014752E-34,1.32881590682339E-33
PHLPP2,-0.1331595387,4.1527894999,0.0395601166,0.0494565223
SPDL1,0.9543556345,3.8307094082,1.84656394411536E-43,1.98600732277954E-42
STAU2,0.6654051694,5.994294908,1.91228720992058E-18,7.05791279408621E-18
PQLC2,0.8126182839,4.0421163243,2.59791753128518E-37,2.238117083601E-36
CTNS,-0.034088539,4.1631866463,0.4261905444,0.4622754832
RTN4R,1.3714828795,2.4240791527,6.32037977547887E-30,4.01998663039244E-29
PHF23,0.4378772952,5.3475607113,4.89973455623235E-20,1.94998085711015E-19
CDH10,1.0026246671,-1.3982599608,0.0254796273,0.0325063428
INPP4A,0.0504052132,4.9710862604,0.2509074541,0.2827839305
RAB27B,0.4016268404,6.1509511708,0.0011018541,0.0016081146
PSMA4,0.7547445809,6.9580232672,1.58021187471432E-35,1.27554063487942E-34
MYO16,-1.5940459129,0.7652747463,1.26846183484614E-26,6.93527995342061E-26
LSG1,0.6128351677,5.8594919202,6.11511636251906E-36,5.0121059413328E-35
PARP3,-0.3504409214,4.5806013523,3.18619195465238E-07,6.08629700942885E-07
TNC,0.2432491189,8.2952285444,0.1080473159,0.1280808924
THAP3,0.0765195695,3.6670214654,0.2154033701,0.245305193
RIPOR3,0.3554044679,3.0373928194,0.0359805319,0.0451791258
TDP1,0.5079330362,4.6012827481,1.95046666537548E-24,9.65488112660154E-24
AIFM2,-1.7642641691,4.7032572963,7.02342901720664E-140,5.93950168539226E-138
SPATA7,-0.4395413914,3.157714287,8.81591403994732E-20,3.45983522521917E-19
MED17,0.048662278,4.9884064766,0.3526916584,0.3883256036
RETSAT,-1.6324709841,6.9996598114,1.97311541764145E-144,1.77947478828222E-142
CAPG,1.1766876248,7.5468436664,5.04085639708421E-36,4.14287277490911E-35
AP2S1,1.0668308703,6.3643366352,2.75968864314229E-43,2.95055170959986E-42
USH2A,0.3311059252,-1.2818082985,0.0117964096,0.0156040023
TG,1.4145344994,0.0775823839,2.60412270649262E-19,1.00314339421667E-18
ADAM28,0.4276600355,3.4031996241,0.0002250311,0.0003490084
BARX2,-0.4383678159,4.8601644551,0.0049247733,0.0067628438
DCUN1D1,0.3444500655,5.4182967643,2.8073925014603E-09,6.14642123111874E-09
JADE2,-0.1369814645,5.9035546794,0.0800520596,0.0964396711
ZIC2,2.9947920818,1.2495000619,4.31869296812618E-19,1.64540686754742E-18
LCP2,0.5176236183,4.7755891389,7.12394075094487E-08,1.41893385886822E-07
TRIT1,0.2395933271,4.3791069998,1.57560550769884E-05,2.65958134013137E-05
ADRB1,-1.3194542199,0.9049712754,5.13385066704917E-11,1.2529309557468E-10
CUL7,0.4123744753,6.1053280857,2.91706413381517E-11,7.24025079789216E-11
CTNNA1,0.1654788758,8.9055735358,0.0007113303,0.0010559867
PHKA2,-0.4340582751,5.2060530946,7.88934063703628E-22,3.44149189993551E-21
CNTLN,-0.2275060266,3.4186182537,0.0076515934,0.0103266459
EPHA3,0.1717514243,3.03627473,0.3497409414,0.3853893889
HSPA5,0.8869474472,9.6067766397,1.39163402017743E-39,1.29863517056503E-38
DSG2,-0.1637065744,7.5528974798,0.0589503616,0.0722467954
GEMIN8,0.2745098497,4.3709340364,1.66264021751035E-06,3.01859492673461E-06
OFD1,0.0372646561,5.5487809646,0.5104421944,0.5459814733
GPM6B,-1.6241507024,4.2977652615,2.401886810478E-50,3.23260383526206E-49
MAGEC2,6.7061129202,0.2211851505,4.13752018716197E-12,1.08111582443641E-11
PREX2,-2.2711586072,3.6406225846,5.02825201790167E-136,4.00284250081991E-134
WDR37,-0.1304276989,4.7489109942,0.0069973998,0.0094743586
YTHDC2,0.1966108667,5.5434758845,0.0018310107,0.0026187032
CTPS2,0.9331043658,5.7425465222,3.33589882104027E-31,2.25713632592122E-30
ATP6V1H,0.6143769382,6.2283525466,2.5124578021345E-18,9.21042261941162E-18
POLR2B,0.2771666543,6.9500232006,9.86647664395765E-07,0.00000182
FAM214A,0.1926751538,6.5311553221,0.0623121057,0.0761262116
ARAP2,0.0637071828,4.1551128476,0.4986696633,0.5345266211
TPR,0.2989086957,7.6514664855,2.18762834985353E-07,4.22611437411927E-07
CP,0.6962033439,6.4276246241,0.0081159094,0.0109253433
KIAA0556,0.7213094657,5.4209190775,9.65685655214053E-28,5.56925914519666E-27
DTNBP1,0.4414950491,4.4144894212,2.12181053947994E-16,7.03710066032039E-16
XK,0.6868355414,1.5242957941,0.0001355077,0.0002137416
ANO2,-0.0959101506,1.9975558704,0.5619061056,0.5963291428
C12orf4,0.2804858685,4.4443690772,1.1008237258183E-07,2.16810279772644E-07
SCML1,-0.5692715922,3.2218741843,8.1453356262569E-08,1.61703437845817E-07
WWC3,0.2887097521,6.2370834882,7.92726237484788E-06,1.36952500749456E-05
ARHGAP6,-1.2417227332,2.2136770998,4.67628287235182E-40,4.44787578321172E-39
FAM184B,0.8988959654,1.3584342703,3.02394457032483E-07,5.78573437454454E-07
MAP4,-0.4309504823,8.2528561759,7.58073393311438E-24,3.64869864092771E-23
GOPC,-0.1142135282,5.7387711225,0.0239525945,0.0306518235
ROS1,4.2741352215,0.4405714153,7.76864599705641E-20,3.05855930726749E-19
USP28,0.0705798859,4.7510392687,0.2316070828,0.262557666
HDAC9,0.0074566292,3.92851834,0.9845166631,0.9865154235
TSPAN17,0.9757991651,5.5775922139,1.65451941558857E-56,2.66707743797905E-55
NOP16,0.9195877137,4.298765855,8.8144901675352E-30,5.57627942409486E-29
CC2D2A,-0.7880280238,3.8868029685,2.26103902104267E-34,1.7536618647207E-33
RRM2B,0.5065983047,5.8125176821,4.18092607261347E-09,0.000000009
ZNF800,0.0132298048,4.7979175437,0.8161014242,0.8356174284
TNFRSF17,-0.244345136,0.8440074884,0.1923807007,0.2206789141
SNX29,-0.4490342247,5.2911094714,2.26719838270971E-16,7.50461739995583E-16
LMO3,-1.4212387109,3.2556132364,5.73110442894835E-17,1.95178222090368E-16
MRPS10,0.4869100912,5.6424484146,5.19571459999314E-19,1.96932237547352E-18
GUCA1A,1.8671397395,-2.8955903641,1.42863187088861E-17,5.03461518462186E-17
RSF1,0.3437241068,6.5240343307,0.0002326916,0.0003605597
VPS13D,-0.5115927608,6.6445906329,2.99518663636389E-18,1.09386972192566E-17
CELF2,-1.8739821131,5.2827122868,7.58074834931848E-107,3.58513928032403E-105
FAM120A,0.5481163305,8.0478297679,1.59944127358271E-27,9.12343618673591E-27
R3HDM1,0.5471595907,5.3574659591,1.50971174247944E-20,6.15354879299504E-20
COL9A2,0.874854564,4.8650487295,8.550351455451E-08,1.69582699356815E-07
KITLG,0.6841878871,6.2984748826,5.15905282289578E-07,9.72620653728237E-07
ERCC8,-0.1368608582,2.9484008876,0.0021254773,0.0030203742
ADAMTS6,1.2563783089,1.9062690774,1.28332543348416E-26,7.01230922249616E-26
H6PD,-0.7289499687,6.797770499,1.21200659186031E-42,1.26982365660517E-41
VAMP3,-0.6995660957,6.6174130861,4.03825237877701E-69,8.89792200278252E-68
PER3,-0.8792902718,5.0977340387,2.38462397509799E-27,1.35029208235315E-26
UTS2,2.1970228672,-1.7615982756,5.54035650788658E-19,2.09819360718595E-18
TNFRSF9,2.7626579363,1.7234655098,1.04838978724422E-50,1.42654582278354E-49
EPN3,2.2748741782,5.5551165339,1.7681906554941E-51,2.44769523376048E-50
LTBP1,0.2194708848,6.3092743829,0.0366180852,0.0459520406
RCN1,0.1322178699,6.9446145666,0.084822149,0.1019112179
ELN,0.0604799321,7.0146651287,0.7267941604,0.7531226582
RFC2,1.1219691397,5.2320263748,1.04992953438475E-60,1.88252226819079E-59
ARID1B,-0.1850194286,6.6174640532,0.0001100025,0.0001746988
CLPTM1L,0.661807138,7.0630363774,3.90913088231354E-30,2.5134359765818E-29
NEDD4L,-0.1895573474,6.4536219623,0.0221028583,0.0284025653
FOXP3,2.2077527248,2.5510836545,1.09892537625373E-58,1.8797371306732E-57
PPP1R3F,0.5448101217,2.5005303497,2.45730917425388E-09,5.40043028208354E-09
